species,family,order,length,length.measurement
Leporinus_microphthalmus,Anostomidae,Characiformes,NA,NA
Leporinus_obtusidens,Anostomidae,Characiformes,76,TL
Leporinus_octofasciatus,Anostomidae,Characiformes,23.5,SL
Leporinus_paranensis,Anostomidae,Characiformes,NA,NA
Leporinus_piau,Anostomidae,Characiformes,33,FL
Leporinus_reinhardti,Anostomidae,Characiformes,NA,NA
Leporinus_silvestrii,Anostomidae,Characiformes,NA,NA
Leporinus_steindachneri,Anostomidae,Characiformes,NA,NA
Leporinus_striatus,Anostomidae,Characiformes,NA,NA
Leporinus_taeniatus,Anostomidae,Characiformes,NA,NA
Leptatherina_presbyteroides,Atherinidae,Atheriniformes,NA,NA
Leptatherina_wallacei,Atherinidae,Atheriniformes,7,SL
Lepthoplosternum_altamazonicum,Callichthyidae,Siluriformes,5,SL
Lepthoplosternum_tordilho,Callichthyidae,Siluriformes,4.6,SL
Leptobarbus_hoevenii,Cyprinidae,Cypriniformes,100,SL
Leptobarbus_hosii,Cyprinidae,Cypriniformes,8.5,TL
Leptobotia_curta,Cobitidae,Cypriniformes,15,SL
Leptobotia_elongata,Cobitidae,Cypriniformes,50,SL
Leptobotia_guilinensis,Cobitidae,Cypriniformes,10,TL
Leptobotia_mantschurica,Cobitidae,Cypriniformes,21.5,TL
Leptobotia_pellegrini,Cobitidae,Cypriniformes,22,TL
Leptobotia_rubrilabris,Cobitidae,Cypriniformes,NA,NA
Leptobotia_taeniops,Cobitidae,Cypriniformes,NA,NA
Leptobotia_tchangi,Cobitidae,Cypriniformes,NA,NA
Leptobotia_tientainensis,Cobitidae,Cypriniformes,13,TL
Leptobotia_zebra,Cobitidae,Cypriniformes,NA,NA
Leptobrama_muelleri,Leptobramidae,Perciformes,37.5,SL
Leptocottus_armatus,Cottidae,Scorpaeniformes,46,TL
Leptocypris_sp,Cyprinidae,Cypriniformes,NA,NA
Leptodoras_acipenserinus,Doradidae,Siluriformes,20.3,SL
Leptodoras_copei,Doradidae,Siluriformes,14.2,SL
Leptodoras_hasemani,Doradidae,Siluriformes,16.7,SL
Leptodoras_juruensis,Doradidae,Siluriformes,28.8,SL
Leptodoras_linnelli,Doradidae,Siluriformes,23,SL
Leptodoras_praelongus,Doradidae,Siluriformes,18.5,SL
Leptojulis_cyanopleura,Labridae,Perciformes,13,TL
Leptolebias_aureoguttatus,Rivulidae,Cyprinodontiformes,4,TL
Leptophilypnus_fluviatilis,Eleotridae,Perciformes,6.4,SL
Leptophilypnus_panamensis,Eleotridae,Perciformes,5.8,SL
Leptoscarus_vaigiensis,Scaridae,Perciformes,35,TL
Leptostomias_gladiator,Stomiidae,Stomiiformes,37.3,SL
Leptostomias_longibarba,Stomiidae,Stomiiformes,32.5,SL
Lepturichthys_dolichopterus,Balitoridae,Cypriniformes,NA,NA
Lepturichthys_fimbriata,Balitoridae,Cypriniformes,12.6,SL
Lestidiops_jayakari_jayakari,Paralepididae,Aulopiformes,20,TL
Lestidiops_ringens,Paralepididae,Aulopiformes,21,TL
Lestidium_atlanticum,Paralepididae,Aulopiformes,25,TL
Lestradea_perspicax,Cichlidae,Perciformes,13.8,TL
Lestradea_stappersii,Cichlidae,Perciformes,11.7,TL
Lestrolepis_intermedia,Paralepididae,Aulopiformes,25,TL
Lesueurigobius_friesii,Gobiidae,Perciformes,13,TL
Lesueurigobius_suerii,Gobiidae,Perciformes,5,TL
Lesueurina_platycephala,Leptoscopidae,Perciformes,NA,NA
Lethops_connectens,Gobiidae,Perciformes,6.4,TL
Lethrinus_atkinsoni,Lethrinidae,Perciformes,50,TL
Lethrinus_atlanticus,Lethrinidae,Perciformes,50,TL
Lethrinus_borbonicus,Lethrinidae,Perciformes,40,TL
Lethrinus_erythracanthus,Lethrinidae,Perciformes,70,TL
Lethrinus_erythropterus,Lethrinidae,Perciformes,50,TL
Lethrinus_genivittatus,Lethrinidae,Perciformes,25,TL
Lethrinus_haematopterus,Lethrinidae,Perciformes,45,TL
Lethrinus_harak,Lethrinidae,Perciformes,50,TL
Lethrinus_laticaudis,Lethrinidae,Perciformes,56,TL
Lethrinus_lentjan,Lethrinidae,Perciformes,52,TL
Lethrinus_microdon,Lethrinidae,Perciformes,80,TL
Lethrinus_miniatus,Lethrinidae,Perciformes,90,TL
Lethrinus_nebulosus,Lethrinidae,Perciformes,87,TL
Lethrinus_obsoletus,Lethrinidae,Perciformes,60,TL
Lethrinus_olivaceus,Lethrinidae,Perciformes,100,TL
Lethrinus_ornatus,Lethrinidae,Perciformes,45,TL
Lethrinus_reticulatus,Lethrinidae,Perciformes,40,TL
Lethrinus_rubrioperculatus,Lethrinidae,Perciformes,50,TL
Lethrinus_semicinctus,Lethrinidae,Perciformes,35,TL
Lethrinus_xanthochilus,Lethrinidae,Perciformes,70,FL
Leucaspius_delineatus,Cyprinidae,Cypriniformes,9,SL
Leuciscus_idus,Cyprinidae,Cypriniformes,85,SL
Leuciscus_latus,Cyprinidae,Cypriniformes,NA,NA
Leuciscus_leuciscus,Cyprinidae,Cypriniformes,40,TL
Leuciscus_schmidti,Cyprinidae,Cypriniformes,37.5,TL
Leuciscus_waleckii,Cyprinidae,Cypriniformes,37,TL
Leucopsarion_petersii,Gobiidae,Perciformes,NA,NA
Leuresthes_tenuis,Atherinopsidae,Atheriniformes,19,TL
Leuroglossus_stilbius,Microstomatidae,Osmeriformes,15,TL
Lichia_amia,Carangidae,Perciformes,200,TL
Lile_sp,Clupeidae,Clupeiformes,NA,NA
Limanda_aspera,Pleuronectidae,Pleuronectiformes,49,TL
Limanda_ferruginea,Pleuronectidae,Pleuronectiformes,64,TL
Limanda_limanda,Pleuronectidae,Pleuronectiformes,40,SL
Limanda_proboscidea,Pleuronectidae,Pleuronectiformes,40,SL
Limanda_punctatissima,Pleuronectidae,Pleuronectiformes,40,TL
Limanda_sakhalinensis,Pleuronectidae,Pleuronectiformes,36,TL
Limatulichthys_griseus,Loricariidae,Siluriformes,18,SL
Limia_dominicensis,Poeciliidae,Cyprinodontiformes,2.6,SL
Limia_melanogaster,Poeciliidae,Cyprinodontiformes,4,SL
Limia_tridens,Poeciliidae,Cyprinodontiformes,3,TL
Limia_vittata,Poeciliidae,Cyprinodontiformes,8,TL
Limnichthys_fasciatus,Creediidae,Perciformes,5,TL
Limnochromis_abeelei,Cichlidae,Perciformes,23.5,TL
Limnochromis_auritus,Cichlidae,Perciformes,13,TL
Limnochromis_staneri,Cichlidae,Perciformes,19,TL
Limnocottus_bergianus,Abyssocottidae,Scorpaeniformes,22.5,TL
Limnocottus_godlewskii,Abyssocottidae,Scorpaeniformes,19,TL
Limnocottus_griseus,Abyssocottidae,Scorpaeniformes,NA,NA
Limnocottus_pallidus,Abyssocottidae,Scorpaeniformes,13.1,SL
Limnothrissa_miodon,Clupeidae,Clupeiformes,17,SL
Limnotilapia_dardennii,Cichlidae,Perciformes,26,TL
Linichthys_laticeps,Cyprinidae,Cypriniformes,11,SL
Liniparhomaloptera_disparis_disparis,Balitoridae,Cypriniformes,8,TL
Linophryne_bicornis,Linophrynidae,Lophiiformes,3,SL
Liobagrus_andersoni,Amblycipitidae,Siluriformes,15,TL
Liobagrus_anguillicauda,Amblycipitidae,Siluriformes,NA,NA
Liobagrus_kingi,Amblycipitidae,Siluriformes,9.5,SL
Liobagrus_marginatoides,Amblycipitidae,Siluriformes,8.5,SL
Liobagrus_marginatus,Amblycipitidae,Siluriformes,NA,NA
Liobagrus_mediadiposalis,Amblycipitidae,Siluriformes,13.3,TL
Liobagrus_obesus,Amblycipitidae,Siluriformes,10,TL
Liobagrus_reinii,Amblycipitidae,Siluriformes,NA,NA
Liobagrus_styani,Amblycipitidae,Siluriformes,NA,NA
Liopropoma_carmabi,Serranidae,Perciformes,6,TL
Liopropoma_eukrines,Serranidae,Perciformes,13,TL
Liopsetta_pinnifasciata,Pleuronectidae,Pleuronectiformes,50,SL
Liosomadoras_morrowi,Auchenipteridae,Siluriformes,NA,NA
Liparis_dennyi,Liparidae,Scorpaeniformes,30.5,TL
Liparis_fabricii,Liparidae,Scorpaeniformes,20,TL
Liparis_florae,Liparidae,Scorpaeniformes,18.3,TL
Liparis_fucensis,Liparidae,Scorpaeniformes,18,TL
Liparis_gibbus,Liparidae,Scorpaeniformes,52,TL
Liparis_inquilinus,Liparidae,Scorpaeniformes,7.1,TL
Liparis_liparis_liparis,Liparidae,Scorpaeniformes,15,TL
Liparis_montagui,Liparidae,Scorpaeniformes,12,TL
Liparis_mucosus,Liparidae,Scorpaeniformes,13,TL
Liparis_pulchellus,Liparidae,Scorpaeniformes,25,TL
Liparis_rutteri,Liparidae,Scorpaeniformes,7,SL
Lipolagus_ochotensis,Microstomatidae,Osmeriformes,16,SL
Lipophrys_adriaticus,Blenniidae,Perciformes,4,TL
Lipophrys_bauchotae,Blenniidae,Perciformes,4.4,TL
Lipophrys_caboverdensis,Blenniidae,Perciformes,NA,NA
Lipophrys_canevae,Blenniidae,Perciformes,7.5,TL
Lipophrys_dalmatinus,Blenniidae,Perciformes,4.1,TL
Lipophrys_nigriceps,Blenniidae,Perciformes,4.3,TL
Lipophrys_pholis,Blenniidae,Perciformes,30,TL
Lipophrys_velifer,Blenniidae,Perciformes,5.8,TL
Lithodoras_dorsalis,Doradidae,Siluriformes,100,TL
Lithogenes_villosus,Loricariidae,Siluriformes,4.4,SL
Lithognathus_mormyrus,Sparidae,Perciformes,55,TL
Liza_abu,Mugilidae,Mugiliformes,20,TL
Liza_affinis,Mugilidae,Mugiliformes,30,SL
Liza_argentea,Mugilidae,Mugiliformes,45,TL
Liza_aurata,Mugilidae,Mugiliformes,59,TL
Liza_dumerili,Mugilidae,Mugiliformes,40,TL
Liza_falcipinnis,Mugilidae,Mugiliformes,41,FL
Liza_grandisquamis,Mugilidae,Mugiliformes,40,TL
Liza_macrolepis,Mugilidae,Mugiliformes,60,SL
Liza_parsia,Mugilidae,Mugiliformes,16,TL
Liza_ramada,Mugilidae,Mugiliformes,70,TL
Liza_saliens,Mugilidae,Mugiliformes,40,SL
Liza_tade,Mugilidae,Mugiliformes,70,TL
Llanolebias_stellifer,Rivulidae,Cyprinodontiformes,7.5,TL
Lobianchia_dofleini,Myctophidae,Myctophiformes,5,SL
Lobianchia_gemellarii,Myctophidae,Myctophiformes,6,SL
Lobocheilos_bo,Cyprinidae,Cypriniformes,32.5,SL
Lobocheilos_melanotaenia,Cyprinidae,Cypriniformes,20,SL
Lobochilotes_labiatus,Cichlidae,Perciformes,36.8,TL
Lobotes_pacificus,Lobotidae,Perciformes,100,TL
Lonchurus_lanceolatus,Sciaenidae,Perciformes,30,TL
Lophiobagrus_brevispinis,Bagridae,Siluriformes,5.1,TL
Lophiobrycon_weitzmani,Characidae,Characiformes,2.9,SL
Lophiodes_caulinaris,Lophiidae,Lophiiformes,40,TL
Lophiodes_reticulatus,Lophiidae,Lophiiformes,25,TL
Lophiodes_spilurus,Lophiidae,Lophiiformes,30,TL
Lophiosilurus_alexandri,Pseudopimelodidae,Siluriformes,72,TL
Lophius_americanus,Lophiidae,Lophiiformes,120,TL
Lophius_budegassa,Lophiidae,Lophiiformes,100,SL
Lophius_gastrophysus,Lophiidae,Lophiiformes,60,TL
Lophius_piscatorius,Lophiidae,Lophiiformes,200,SL
Lophodolos_indicus,Oneirodidae,Lophiiformes,NA,NA
Lophogobius_cyprinoides,Gobiidae,Perciformes,10,TL
Lopholatilus_chamaeleonticeps,Malacanthidae,Perciformes,125,TL
Lophonectes_gallus,Bothidae,Pleuronectiformes,20,Tl
Lophotus_capellei,Lophotidae,Lampriformes,200,SL
Lophotus_lacepede,Lophotidae,Lampriformes,200,TL
Loricaria_clavipinna,Loricariidae,Siluriformes,18,SL
Loricaria_parnahybae,Loricariidae,Siluriformes,16,SL
Loricaria_simillima,Loricariidae,Siluriformes,18,SL
Loricariichthys_maculatus,Loricariidae,Siluriformes,NA,NA
Loricariichthys_microdon,Loricariidae,Siluriformes,11,NULL
Lota_lota,Lotidae,Gadiformes,152,TL
Lotella_rhacina,Moridae,Gadiformes,50,TL
Lovettia_sealii,Galaxiidae,Osmeriformes,8,TL
Lucania_goodei,Fundulidae,Cyprinodontiformes,6,TL
Lucania_parva,Fundulidae,Cyprinodontiformes,5,TL
Lucigadus_nigromaculatus,Macrouridae,Gadiformes,34,TL
Luciobarbus_bocagei,Cyprinidae,Cypriniformes,80,SL
Luciobarbus_brachycephalus,Cyprinidae,Cypriniformes,90,TL
Luciobarbus_capito,Cyprinidae,Cypriniformes,105,TL
Luciobarbus_comizo,Cyprinidae,Cypriniformes,80,SL
Luciobarbus_esocinus,Cyprinidae,Cypriniformes,230,TL
Luciobarbus_graecus,Cyprinidae,Cypriniformes,50,SL
Luciobarbus_graellsii,Cyprinidae,Cypriniformes,80,TL
Luciobarbus_guiraonis,Cyprinidae,Cypriniformes,50,SL
Luciobarbus_microcephalus,Cyprinidae,Cypriniformes,40,SL
Luciobarbus_mursa,Cyprinidae,Cypriniformes,39.5,TL
Luciobarbus_mystaceus,Cyprinidae,Cypriniformes,NA,NA
Luciobarbus_sclateri,Cyprinidae,Cypriniformes,29.7,FL
Luciobarbus_steindachneri,Cyprinidae,Cypriniformes,40,SL
Luciobarbus_xanthopterus,Cyprinidae,Cypriniformes,NA,NA
Luciobrama_macrocephalus,Cyprinidae,Cypriniformes,NA,NA
Luciocephalus_sp,Osphronemidae,Perciformes,NA,NA
Luciogobius_adapel,Gobiidae,Perciformes,3.2,SL
Luciogobius_elongatus,Gobiidae,Perciformes,NA,NA
Luciogobius_grandis,Gobiidae,Perciformes,NA,NA
Luciogobius_guttatus,Gobiidae,Perciformes,9.5,TL
Luciogobius_koma,Gobiidae,Perciformes,NA,NA
Luciogobius_pallidus,Gobiidae,Perciformes,NA,NA
Luciogobius_parvulus,Gobiidae,Perciformes,NA,NA
Luciogobius_platycephalus,Gobiidae,Perciformes,NA,NA
Luciogobius_saikaiensis,Gobiidae,Perciformes,NA,NA
Luciosoma_bleekeri,Cyprinidae,Cypriniformes,25,SL
Luciosoma_setigerum,Cyprinidae,Cypriniformes,26.5,SL
Luciosoma_spilopleura,Cyprinidae,Cypriniformes,25,TL
Lumpenus_sagitta,Stichaeidae,Perciformes,51,TL
Lutjanus_adetii,Lutjanidae,Perciformes,50,TL
Lutjanus_analis,Lutjanidae,Perciformes,94,TL
Lutjanus_apodus,Lutjanidae,Perciformes,67.2,TL
Lutjanus_argentimaculatus,Lutjanidae,Perciformes,150,TL
Lutjanus_argentiventris,Lutjanidae,Perciformes,71,TL
Lutjanus_bengalensis,Lutjanidae,Perciformes,30,TL
Lutjanus_bohar,Lutjanidae,Perciformes,90,TL
Lutjanus_buccanella,Lutjanidae,Perciformes,75,TL
Lutjanus_campechanus,Lutjanidae,Perciformes,100,TL
Lutjanus_carponotatus,Lutjanidae,Perciformes,40,TL
Lutjanus_colorado,Lutjanidae,Perciformes,91,TL
Lutjanus_cyanopterus,Lutjanidae,Perciformes,160,TL
Lutjanus_decussatus,Lutjanidae,Perciformes,35,TL
Lutjanus_dentatus,Lutjanidae,Perciformes,150,TL
Lutjanus_erythropterus,Lutjanidae,Perciformes,81.6,FL
Lutjanus_fulviflamma,Lutjanidae,Perciformes,35,TL
Lutjanus_fulvus,Lutjanidae,Perciformes,40,TL
Lutjanus_gibbus,Lutjanidae,Perciformes,50,TL
Lutjanus_griseus,Lutjanidae,Perciformes,89,TL
Lutjanus_jocu,Lutjanidae,Perciformes,128,TL
Lutjanus_kasmira,Lutjanidae,Perciformes,40,TL
Lutjanus_lutjanus,Lutjanidae,Perciformes,35,TL
Lutjanus_mahogoni,Lutjanidae,Perciformes,48,TL
Lutjanus_malabaricus,Lutjanidae,Perciformes,100,TL
Lutjanus_monostigma,Lutjanidae,Perciformes,60,TL
Lutjanus_novemfasciatus,Lutjanidae,Perciformes,170,TL
Lutjanus_ophuysenii,Lutjanidae,Perciformes,15.5,SL
Lutjanus_peru,Lutjanidae,Perciformes,95,TL
Lutjanus_quinquelineatus,Lutjanidae,Perciformes,38,TL
Lutjanus_rivulatus,Lutjanidae,Perciformes,80,TL
Lutjanus_russellii,Lutjanidae,Perciformes,50,TL
Lutjanus_sanguineus,Lutjanidae,Perciformes,100,TL
Lutjanus_sebae,Lutjanidae,Perciformes,116,FL
Lutjanus_stellatus,Lutjanidae,Perciformes,55,TL
Lutjanus_synagris,Lutjanidae,Perciformes,60,TL
Lutjanus_vitta,Lutjanidae,Perciformes,40,TL
Lutjanus_vivanus,Lutjanidae,Perciformes,83,TL
Luvarus_imperialis,Luvaridae,Perciformes,200,TL
Luxilus_albeolus,Cyprinidae,Cypriniformes,13,TL
Luxilus_cardinalis,Cyprinidae,Cypriniformes,11,TL
Luxilus_cerasinus,Cyprinidae,Cypriniformes,11,TL
Luxilus_chrysocephalus,Cyprinidae,Cypriniformes,24,TL
Luxilus_coccogenis,Cyprinidae,Cypriniformes,14,TL
Luxilus_cornutus,Cyprinidae,Cypriniformes,18,TL
Luxilus_pilsbryi,Cyprinidae,Cypriniformes,13,TL
Luxilus_zonatus,Cyprinidae,Cypriniformes,13,TL
Luxilus_zonistius,Cyprinidae,Cypriniformes,10,TL
Luzonichthys_waitei,Serranidae,Perciformes,7,TL
Lycenchelys_crotalinus,Zoarcidae,Perciformes,42.2,SL
Lycenchelys_muraena,Zoarcidae,Perciformes,22.6,SL
Lycenchelys_sarsii,Zoarcidae,Perciformes,20,TL
Lycengraulis_grossidens,Evermannellidae,Aulopiformes,23.5,SL
Lycodapus_antarcticus,Zoarcidae,Perciformes,20.6,TL
Lycodapus_fierasfer,Zoarcidae,Perciformes,15,TL
Lycodes_adolfi,Zoarcidae,Perciformes,24,NG
Lycodes_albonotatus,Zoarcidae,Perciformes,NA,NA
Lycodes_brevipes,Zoarcidae,Perciformes,30,TL
Lycodes_brunneofasciatus,Zoarcidae,Perciformes,79,TL
Lycodes_concolor,Zoarcidae,Perciformes,54.5,SL
Lycodes_cortezianus,Zoarcidae,Perciformes,50,TL
Lycodes_diapterus,Zoarcidae,Perciformes,33,TL
Lycodes_esmarkii,Zoarcidae,Perciformes,75,TL
Lycodes_eudipleurostictus,Zoarcidae,Perciformes,44.5,SL
Lycodes_fasciatus,Zoarcidae,Perciformes,36,TL
Lycodes_fulvus,Zoarcidae,Perciformes,NA,NA
Lycodes_gracilis,Zoarcidae,Perciformes,NA,NA
Lycodes_mcallisteri,Zoarcidae,Perciformes,37.5,SL
Lycodes_mucosus,Zoarcidae,Perciformes,20.4,SL
Lycodes_nakamurae,Zoarcidae,Perciformes,27,TL
Lycodes_paamiuti,Zoarcidae,Perciformes,24,SL
Lycodes_pacificus,Zoarcidae,Perciformes,46,TL
Lycodes_palearis,Zoarcidae,Perciformes,51,TL
Lycodes_pallidus,Zoarcidae,Perciformes,26,TL
Lycodes_raridens,Zoarcidae,Perciformes,77,TL
Lycodes_reticulatus,Zoarcidae,Perciformes,36,TL
Lycodes_rossi,Zoarcidae,Perciformes,31,TL
Lycodes_seminudus,Zoarcidae,Perciformes,51.7,TL
Lycodes_soldatovi,Zoarcidae,Perciformes,66,TL
Lycodes_tanakae,Zoarcidae,Perciformes,88,TL
Lycodes_terraenovae,Zoarcidae,Perciformes,45.2,TL
Lycodes_toyamensis,Zoarcidae,Perciformes,32.5,SL
Lycodes_yamatoi,Zoarcidae,Perciformes,NA,NA
Lycogrammoides_schmidti,Zoarcidae,Perciformes,42,TL
Lyconema_barbatum,Zoarcidae,Perciformes,17,TL
Lyconus_brachycolus,Merlucciidae,Gadiformes,52.5,SL
Lyconus_pinnatus,Merlucciidae,Gadiformes,35,TL
Lycozoarces_regani,Zoarcidae,Perciformes,15.2,SL
Lyopsetta_exilis,Pleuronectidae,Pleuronectiformes,35,TL
Lythrurus_ardens,Cyprinidae,Cypriniformes,9,TL
Lythrurus_atrapiculus,Cyprinidae,Cypriniformes,6.5,TL
Lythrurus_bellus,Cyprinidae,Cypriniformes,7.5,TL
Lythrurus_fumeus,Cyprinidae,Cypriniformes,7,TL
Lythrurus_lirus,Cyprinidae,Cypriniformes,7.5,TL
Lythrurus_roseipinnis,Cyprinidae,Cypriniformes,7.5,TL
Lythrurus_snelsoni,Cyprinidae,Cypriniformes,5.3,TL
Lythrurus_umbratilis,Cyprinidae,Cypriniformes,8.8,TL
Lythrypnus_dalli,Gobiidae,Perciformes,6.4,TL
Lythrypnus_zebra,Gobiidae,Perciformes,5.7,TL
Maccullochella_ikei,Percichthyidae,Perciformes,66,SL
Maccullochella_macquariensis,Percichthyidae,Perciformes,85,SL
Maccullochella_peelii_peelii,Percichthyidae,Perciformes,180,SL
Macolor_niger,Lutjanidae,Perciformes,75,TL
Macquaria_ambigua,Percichthyidae,Perciformes,76,SL
Macquaria_australasica,Percichthyidae,Perciformes,46,SL
Macquaria_colonorum,Percichthyidae,Perciformes,75,SL
Macrhybopsis_aestivalis,Cyprinidae,Cypriniformes,7.6,TL
Macrhybopsis_storeriana,Cyprinidae,Cypriniformes,23,TL
Macrocephenchelys_soela,Congridae,Anguilliformes,NA,NA
Macrochirichthys_macrochirus,Cyprinidae,Cypriniformes,100,TL
Macrodon_ancylodon,Sciaenidae,Perciformes,45,TL
Macrodon_mordax,Sciaenidae,Perciformes,50,TL
Macrognathus_zebrinus,Mastacembelidae,Synbranchiformes,46,TL
Macroparalepis_johnfitchi,Paralepididae,Aulopiformes,29.9,SL
Macropharyngodon_bipartitus_bipartitus,Labridae,Perciformes,13,TL
Macropharyngodon_choati,Labridae,Perciformes,7.6,SL
Macropharyngodon_cyanoguttatus,Labridae,Perciformes,11.5,TL
Macropharyngodon_geoffroy,Labridae,Perciformes,15,TL
Macropharyngodon_kuiteri,Labridae,Perciformes,10,TL
Macropharyngodon_meleagris,Labridae,Perciformes,15,SL
Macropharyngodon_negrosensis,Labridae,Perciformes,12,TL
Macropharyngodon_ornatus,Labridae,Perciformes,13,TL
Macropodus_erythropterus,Osphronemidae,Perciformes,6.5,SL
Macropodus_hongkongensis,Osphronemidae,Perciformes,6,SL
Macropodus_opercularis,Osphronemidae,Perciformes,6.7,SL
Macropodus_spechti,Osphronemidae,Perciformes,5.8,SL
Macropsobrycon_uruguayanae,Characidae,Characiformes,4.6,TL
Macropsobrycon_xinguensis,Characidae,Characiformes,3.1,SL
Macroramphosus_scolopax,Centriscidae,Syngnathiformes,20,TL
Macrourus_berglax,Macrouridae,Gadiformes,110,TL
Macrourus_carinatus,Macrouridae,Gadiformes,100,TL
Macruronus_magellanicus,Merlucciidae,Gadiformes,115,TL
Macruronus_novaezelandiae,Merlucciidae,Gadiformes,120,TL
Magadanichthys_skopetsi,Zoarcidae,Perciformes,11.6,SL
Magnisudis_atlantica,Paralepididae,Aulopiformes,56,SL
Makaira_indica,Istiophoridae,Perciformes,465,FL
Makaira_mazara,Istiophoridae,Perciformes,500,TL
Makaira_nigricans,Istiophoridae,Perciformes,500,TL
Malacocephalus_laevis,Macrouridae,Gadiformes,60,TL
Malacocephalus_occidentalis,Macrouridae,Gadiformes,45,TL
Malacocottus_kincaidi,Psychrolutidae,Scorpaeniformes,20,TL
Malacocottus_zonurus,Psychrolutidae,Scorpaeniformes,35,SL
Malacoctenus_triangulatus,Labrisomidae,Perciformes,7.5,TL
Malacosteus_niger,Stomiidae,Stomiiformes,25.6,TL
Malakichthys_barbatus,Acropomatidae,Perciformes,18,SL
Malakichthys_elegans,Acropomatidae,Perciformes,20,SL
Malakichthys_griseus,Acropomatidae,Perciformes,15,TL
Malakichthys_wakiyae,Acropomatidae,Perciformes,15,TL
Malapterurus_beninensis,Malapteruridae,Siluriformes,22.3,SL
Malapterurus_electricus,Malapteruridae,Siluriformes,122,SL
Malapterurus_tanganyikaensis,Malapteruridae,Siluriformes,48.5,SL
Malapterus_reticulatus,Labridae,Perciformes,NA,NA
Malayochela_maassi,Cyprinidae,Cypriniformes,4,SL
Mallotus_villosus,Osmeridae,Osmeriformes,20,TL
Malpulutta_kretseri,Osphronemidae,Perciformes,4,TL
Marcusenius_altisambesi,Mormyridae,Osteoglossiformes,19.5,SL
Marcusenius_devosi,Mormyridae,Osteoglossiformes,121,SL
Marcusenius_greshoffii,Mormyridae,Osteoglossiformes,10.8,TL
Marcusenius_macrolepidotus,Mormyridae,Osteoglossiformes,32,TL
Marcusenius_moorii,Mormyridae,Osteoglossiformes,21.4,SL
Marcusenius_ntemensis,Mormyridae,Osteoglossiformes,25.5,SL
Marcusenius_senegalensis_senegalensis,Mormyridae,Osteoglossiformes,32.1,SL
Margariscus_margarita,Cyprinidae,Cypriniformes,16,TL
Margrethia_obtusirostra,Gonostomatidae,Stomiiformes,8.3,SL
Marilyna_darwinii,Tetraodontidae,Tetraodontiformes,9.5,SL
Marosatherina_ladigesi,Telmatherinidae,Atheriniformes,8,SL
Marukawichthys_ambulator,Ereuniidae,Scorpaeniformes,20,SL
Mastacembelus_albomaculatus,Mastacembelidae,Synbranchiformes,22,TL
Mastacembelus_armatus,Mastacembelidae,Synbranchiformes,90,NULL
Mastacembelus_brachyrhinus,Mastacembelidae,Synbranchiformes,16.4,SL
Mastacembelus_cryptacanthus,Mastacembelidae,Synbranchiformes,23,TL
Mastacembelus_cunningtoni,Mastacembelidae,Synbranchiformes,58,TL
Mastacembelus_ellipsifer,Mastacembelidae,Synbranchiformes,45,TL
Mastacembelus_erythrotaenia,Mastacembelidae,Synbranchiformes,100,TL
Mastacembelus_flavidus,Mastacembelidae,Synbranchiformes,27,TL
Mastacembelus_frenatus,Mastacembelidae,Synbranchiformes,40,SL
Mastacembelus_mastacembelus,Mastacembelidae,Synbranchiformes,NA,NA
Mastacembelus_micropectus,Mastacembelidae,Synbranchiformes,17.6,SL
Mastacembelus_moorii,Mastacembelidae,Synbranchiformes,44,TL
Mastacembelus_ophidium,Mastacembelidae,Synbranchiformes,33,TL
Mastacembelus_plagiostomus,Mastacembelidae,Synbranchiformes,30,SL
Mastacembelus_platysoma,Mastacembelidae,Synbranchiformes,16,SL
Mastacembelus_shiranus,Mastacembelidae,Synbranchiformes,26,TL
Mastacembelus_signatus,Mastacembelidae,Synbranchiformes,27.5,TL
Mastacembelus_stappersii,Mastacembelidae,Synbranchiformes,17.1,TL
Mastacembelus_taiaensis,Mastacembelidae,Synbranchiformes,19.6,SL
Mastacembelus_tanganicae,Mastacembelidae,Synbranchiformes,19,SL
Mastacembelus_vanderwaali,Mastacembelidae,Synbranchiformes,15.1,TL
Mastacembelus_zebratus,Mastacembelidae,Synbranchiformes,19,SL
Masturus_lanceolatus,Molidae,Tetraodontiformes,337,TL
Maurolicus_australis,Sternoptychidae,Stomiiformes,NA,NA
Maurolicus_weitzmani,Sternoptychidae,Stomiiformes,NA,NA
Maxillicosta_whitleyi,Neosebastidae,Scorpaeniformes,7,TL
Maylandia_estherae,Cichlidae,Perciformes,7.9,SL
Maylandia_zebra,Cichlidae,Perciformes,11.3,SL
Mazarunia_sp,Cichlidae,Perciformes,NA,NA
Meadia_roseni,Synaphobranchidae,Anguilliformes,74.5,TL
Mecaenichthys_immaculatus,Pomacentridae,Perciformes,12,SL
Meda_fulgida,Cyprinidae,Cypriniformes,9.1,TL
Medialuna_californiensis,Kyphosidae,Perciformes,48,TL
Megalechis_thoracata,Callichthyidae,Siluriformes,12.4,SL
Megalobrama_amblycephala,Cyprinidae,Cypriniformes,200,TL
Megalobrama_pellegrini,Cyprinidae,Cypriniformes,NA,NA
Megalobrama_skolkovii,Cyprinidae,Cypriniformes,27.4,SL
Megalocentor_echthrus,Trichomycteridae,Siluriformes,NA,NA
Megalodoras_uranoscopus,Doradidae,Siluriformes,53,SL
Megalops_atlanticus,Megalopidae,Elopiformes,250,TL
Megalops_cyprinoides,Megalopidae,Elopiformes,150,TL
